LAESTAB,URN,LA,LA_Name,Region,School_name,School_type,Male_1_Alevel_2019,Male_count_2019,Male_1_Alevel%_2019,Female_1_Alevel_2019,Female_count_2019,Female_1_Alevel%_2019,All_1_Alevel_2019,All_count_2019,All_1_Alevel%_2019,Male_1_Alevel_2018,Male_count_2018,Male_1_Alevel%_2018,Female_1_Alevel_2018,Female_count_2018,Female_1_Alevel%_2018,All_1_Alevel_2018,All_count_2018,All_1_Alevel%_2018,Male_1_Alevel_2017,Male_count_2017,Male_1_Alevel%_2017,Female_1_Alevel_2017,Female_count_2017,Female_1_Alevel%_2017,All_1_Alevel_2017,All_count_2017,All_1_Alevel%_2017,Male_1_Alevel_2016,Male_count_2016,Male_1_Alevel%_2016,Female_1_Alevel_2016,Female_count_2016,Female_1_Alevel%_2016,All_1_Alevel_2016,All_count_2016,All_1_Alevel%_2016,engagement_all,engaged pre either
8617007,124500,861,Stoke-on-Trent,West Midlands,Abbey Hill School and Performing Arts College,Community Special School,0,18,0,0,5,0,0,23,0,0,10,0,0,7,0,0,17,0,0,13,0,0,10,0,0,23,0,0,14,0,0,6,0,0,20,0,0,0
8604500,124449,860,Staffordshire,West Midlands,Abbot Beyne School,Voluntary Controlled School,5,53,9.433962264,8,62,12.90322581,13,115,11.30434783,6,57,10.52631579,6,51,11.76470588,12,108,11.11111111,3,57,5.263157895,8,51,15.68627451,11,108,10.18518519,10,64,15.625,1,60,1.666666667,11,124,8.870967742,0,0
3417025,104736,341,Liverpool,North West,Abbot's Lea School,Community Special School,0,15,0,0,3,0,0,18,0,0,9,0,0,1,0,0,10,0,0,12,0,0,0,-,0,12,0,0,12,0,0,4,0,0,16,0,0,0
3594001,137210,359,Wigan,North West,Abraham Guest Academy,Academy Sponsor Led,9,90,10,2,68,2.941176471,11,158,6.962025316,10,99,10.1010101,5,83,6.024096386,15,182,8.241758242,3,97,3.092783505,3,94,3.191489362,6,191,3.141361257,10,101,9.900990099,2,101,1.98019802,12,202,5.940594059,0,0
3524271,105560,352,Manchester,North West,Abraham Moss Community School,Community School,25,126,19.84126984,24,115,20.86956522,49,241,20.33195021,28,123,22.76422764,29,133,21.80451128,57,256,22.265625,22,128,17.1875,19,127,14.96062992,41,255,16.07843137,21,149,14.09395973,19,115,16.52173913,40,264,15.15151515,0,0
3946905,135622,394,Sunderland,North East,Academy 360,Academy Sponsor Led,1,39,2.564102564,0,32,0,1,71,1.408450704,2,46,4.347826087,0,40,0,2,86,2.325581395,0,53,0,0,51,0,0,104,0,2,70,2.857142857,0,66,0,2,136,1.470588235,0,0
8884140,139290,888,Lancashire,North West,Academy@Worden,Academy Converter,0,28,0,1,20,5,1,48,2.083333333,0,24,0,1,26,3.846153846,1,50,2,1,22,4.545454545,0,18,0,1,40,2.5,0,31,0,0,27,0,0,57,0,0,0
8945400,137446,894,Telford and Wrekin,West Midlands,Adams' Grammar School,Academy Converter,91,111,81.98198198,0,0,-,91,111,81.98198198,79,116,68.10344828,0,1,0,79,117,67.52136752,79,109,72.47706422,0,0,-,79,109,72.47706422,86,102,84.31372549,0,1,0,86,103,83.49514563,0,1
8727029,110187,872,Wokingham,South East,Addington School,Community Special School,0,12,0,0,4,0,0,16,0,0,16,0,0,2,0,0,18,0,0,6,0,0,4,0,0,10,0,0,14,0,0,6,0,0,20,0,0,0
8957209,140457,895,Cheshire East,North West,Adelaide School,Converter special academies,0,8,0,0,0,-,0,8,0,0,6,0,0,0,-,0,6,0,0,7,0,0,0,-,0,7,0,0,12,0,0,0,-,0,12,0,0,0
9257034,142136,925,Lincolnshire,East Midlands,Aegir - A Specialist Academy,Converter special academies,0,12,0,0,5,0,0,17,0,0,13,0,0,6,0,0,19,0,0,17,0,0,7,0,0,24,0,0,12,0,0,5,0,0,17,0,0,0
9375407,136622,937,Warwickshire,West Midlands,Alcester Grammar School,Academy Converter,36,47,76.59574468,27,44,61.36363636,63,91,69.23076923,38,53,71.69811321,24,41,58.53658537,62,94,65.95744681,36,57,63.15789474,22,32,68.75,58,89,65.16853933,31,46,67.39130435,29,47,61.70212766,60,93,64.51612903,0,0
3574006,134283,357,Tameside,North West,Alder Community High School,Community School,11,87,12.64367816,2,63,3.174603175,13,150,8.666666667,14,64,21.875,5,80,6.25,19,144,13.19444444,12,77,15.58441558,5,71,7.042253521,17,148,11.48648649,11,81,13.58024691,7,72,9.722222222,18,153,11.76470588,0,0
9167019,115825,916,Gloucestershire,South West,Alderman Knight School,Community Special School,0,19,0,0,3,0,0,22,0,0,16,0,0,5,0,0,21,0,0,11,0,0,2,0,0,13,0,0,10,0,0,6,0,0,16,0,0,0
9264056,121170,926,Norfolk,East of England,Alderman Peel High School,Community School,6,46,13.04347826,2,35,5.714285714,8,81,9.87654321,6,42,14.28571429,6,45,13.33333333,12,87,13.79310345,8,32,25,3,46,6.52173913,11,78,14.1025641,3,29,10.34482759,2,42,4.761904762,5,71,7.042253521,0,0
8307018,113040,830,Derbyshire,East Midlands,Alfreton Park Community Special School,Community Special School,0,1,0,0,1,0,0,2,0,0,7,0,0,0,-,0,7,0,0,2,0,0,0,-,0,2,0,0,1,0,0,1,0,0,2,0,0,0
8257003,137934,825,Buckinghamshire,South East,Alfriston School,Converter special academies,0,0,-,0,24,0,0,24,0,0,0,-,0,24,0,0,24,0,0,0,-,0,22,0,0,22,0,0,0,-,0,16,0,0,16,0,0,1
8884741,119802,888,Lancashire,North West,All Hallows Catholic High School,Voluntary Aided School,17,74,22.97297297,19,101,18.81188119,36,175,20.57142857,23,98,23.46938776,18,80,22.5,41,178,23.03370787,20,70,28.57142857,23,110,20.90909091,43,180,23.88888889,26,85,30.58823529,13,94,13.82978723,39,179,21.7877095,0,1
3554620,131512,355,Salford,North West,All Hallows RC High School,Voluntary Aided School,2,54,3.703703704,6,58,10.34482759,8,112,7.142857143,8,65,12.30769231,3,53,5.660377358,11,118,9.322033898,2,61,3.278688525,4,61,6.557377049,6,122,4.918032787,3,64,4.6875,6,53,11.32075472,9,117,7.692307692,0,0
3404615,135479,340,Knowsley,North West,All Saints Catholic High School,Voluntary Aided School,1,65,1.538461538,10,80,12.5,11,145,7.586206897,3,106,2.830188679,10,77,12.98701299,13,183,7.103825137,4,100,4,9,102,8.823529412,13,202,6.435643564,6,99,6.060606061,3,109,2.752293578,9,208,4.326923077,0,0
8354801,113896,835,Dorset,South West,"All Saints' Church of England School, Weymouth",Voluntary Aided School,8,63,12.6984127,13,84,15.47619048,21,147,14.28571429,8,72,11.11111111,14,100,14,22,172,12.79069767,8,87,9.195402299,16,86,18.60465116,24,173,13.87283237,9,79,11.39240506,14,92,15.2173913,23,171,13.4502924,0,0
8884709,119797,888,Lancashire,North West,"All Saints' Roman Catholic High School, Rossendale",Voluntary Aided School,6,43,13.95348837,2,43,4.651162791,8,86,9.302325581,2,43,4.651162791,3,46,6.52173913,5,89,5.617977528,2,35,5.714285714,2,49,4.081632653,4,84,4.761904762,5,44,11.36363636,0,39,0,5,83,6.024096386,0,0
8604112,140123,860,Staffordshire,West Midlands,Alleyne's Academy,Academy Converter,14,101,13.86138614,22,105,20.95238095,36,206,17.47572816,23,104,22.11538462,11,94,11.70212766,34,198,17.17171717,8,103,7.766990291,11,95,11.57894737,19,198,9.595959596,19,109,17.43119266,29,117,24.78632479,48,226,21.23893805,0,0
